status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,searchTerm,disease
x984592881179680768,4/13/2018 0:43,x23789628,hswapnil,@NephrosisMo @jelevenson @MasriAhmadMD @dkliner412 @Kidney_Trials This just came out today (not a trial) Carvedilol higher mortality than metoprolol in @AJKDonline https://t.co/Onjgoc2oaG (h/t @ASPNeph ),Twitter for iPhone,x972233874959994883,x23789628,hswapnil,FALSE,FALSE,5,2,,,ajkd.org/inpress#/articâ€¦,https://t.co/Onjgoc2oaG,http://www.ajkd.org/inpress#/article/S0272-6386(18)30544-4/fulltext,,,,,,,,,x222787656 3020589255 2456288524 914511587062493184 3236590142 437831345 1392927266,NephrosisMo jelevenson MasriAhmadMD dkliner412 Kidney_Trials AJKDonline ASPNeph,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984574456847917056,4/12/2018 23:30,x55655935,natlawreview,The #Carvedilol District Court Case: More May Be Needed to Prove #Inducement from a #GenericProduct Label in the Context of an â€œAt-Riskâ€ Launch https://t.co/eCWAdXajqd,Hootsuite,,,,FALSE,FALSE,0,0,Carvedilol Inducement GenericProduct,,ow.ly/h1Vl30jszF6,https://t.co/eCWAdXajqd,http://ow.ly/h1Vl30jszF6,,,,,,,,,,,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984551814438817792,4/12/2018 22:00,x1392927266,ASPNeph,Carvedilol Vs Metoprolol Initiation &amp; 1-Yr Mortality Among Individuals On Maintenance #Hemodialysis https://t.co/FvCM94zJv0 @AJKDonline,Hootsuite,,,,FALSE,FALSE,3,2,Hemodialysis,,ow.ly/JcJZ30jsnBA,https://t.co/FvCM94zJv0,http://ow.ly/JcJZ30jsnBA,,,,,,,,,x437831345,AJKDonline,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984525366034337793,4/12/2018 20:15,x938513851288555521,elle_chapo,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984522809450926080,4/12/2018 20:05,x2866119723,NatLawIP,The #Carvedilol District Court Case: More May Be Needed to Prove #Inducement from a #GenericProduct Label in the Context of an â€œAt-Riskâ€ Launch https://t.co/KQrwatVhN1,Hootsuite,,,,FALSE,FALSE,0,0,Carvedilol Inducement GenericProduct,,ow.ly/UXXM30jszGo,https://t.co/KQrwatVhN1,http://ow.ly/UXXM30jszGo,,,,,,,,,,,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984519638078967808,4/12/2018 19:52,x2168067920,DRx_RPh,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984486323292704768,4/12/2018 17:40,x92666515,malpik,Carvedilol is shaking.,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984482561744363520,4/12/2018 17:25,x55655935,natlawreview,The #Carvedilol District Court Case: More May Be Needed to Prove #Inducement from a #GenericProduct Label in the Context of an â€œAt-Riskâ€ Launch https://t.co/pyazGyDEby @brinksiplaw,Hootsuite,,,,FALSE,FALSE,2,0,Carvedilol Inducement GenericProduct,,ow.ly/VaOF30jszDj,https://t.co/pyazGyDEby,http://ow.ly/VaOF30jszDj,,,,,,,,,x161713100,brinksiplaw,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984475708331384832,4/12/2018 16:57,x1389989888,EAFocusInc,"RT @brinksiplaw: IP Alert | The Carvedilol District Court Case - More May Be Needed to Prove Inducement from a Generic Product Label
To reaâ€¦",Twitter Web Client,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,x161713100,brinksiplaw,en,,,x984453204401446912,"IP Alert | The Carvedilol District Court Case - More May Be Needed to Prove Inducement from a Generic Product Label
To read more: https://t.co/4BkZAa2LXE
#iplaw #patents #HatchWaxman https://t.co/WFoJBPv65k",,,,,,,,,,Carvedilol,High_Bp
x984453204401446912,4/12/2018 15:28,x161713100,brinksiplaw,"IP Alert | The Carvedilol District Court Case - More May Be Needed to Prove Inducement from a Generic Product Label
To read more: https://t.co/4BkZAa2LXE
#iplaw #patents #HatchWaxman https://t.co/WFoJBPv65k",Twitter Web Client,,,,FALSE,FALSE,0,2,iplaw patents HatchWaxman,,bit.ly/2GV9Ihz,https://t.co/4BkZAa2LXE,https://bit.ly/2GV9Ihz,http://pbs.twimg.com/media/Dal6qZHXkAUTWb6.jpg,https://t.co/WFoJBPv65k,https://twitter.com/brinksiplaw/status/984453204401446912/photo/1,photo,http://pbs.twimg.com/media/Dal6qZHXkAUTWb6.jpg,https://t.co/WFoJBPv65k,https://twitter.com/brinksiplaw/status/984453204401446912/photo/1,,,,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984451275717672960,4/12/2018 15:20,x2469139868,Yellowttyayakok,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984436332708618240,4/12/2018 14:21,x2645364109,meriellecious,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984427593968517122,4/12/2018 13:46,x2445859614,therealadelero,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984427462762291200,4/12/2018 13:46,x19060438,micmac99,"@drjohnm @drsuneet @EJSMD Dr John, I'm just a patient. Hosp. in Feb, diag. CHF, non-isch. cardiomyopathy. EF around 15%. Put on 1 mg Bumex, 12.5 mg carvedilol, cardiac rehab, no salt, walk 30 min/day. Feel GREAT. Wore Zoll Life Vest 65 consec. days. Saw t",Twitter Web Client,x973149576256516096,x139173680,drjohnm,FALSE,FALSE,0,0,,,,,,,,,,,,,,x139173680 36767598 285622842,drjohnm drsuneet EJSMD,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984403809228263424,4/12/2018 12:12,x979547174286581760,cod3blu,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984392995960172545,4/12/2018 11:29,x309372020,therealasibor,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984339422781947904,4/12/2018 7:56,x825700681893842945,stressedyogurt,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984320528080130048,4/12/2018 6:41,x4895996812,88ruaa1,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984299995565211648,4/12/2018 5:19,x748533818441625601,anaphylaxiz,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984282690387095552,4/12/2018 4:10,x234378973,SandyBrav007,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter Lite,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984279738473627649,4/12/2018 3:59,x1701069380,quinupristine,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984264856357490688,4/12/2018 3:00,x718742816,Andreea_HG,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984261814622896128,4/12/2018 2:47,x1665527443,syedlarhh,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984256008036941824,4/12/2018 2:24,x399252067,shadowx_hunter,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984232863666262016,4/12/2018 0:52,x736752910244188160,Faoo97,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984224959483469824,4/12/2018 0:21,x2959797926,irfan_Ippank09,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984217503600529408,4/11/2018 23:51,x553283000,Pleumforbidden,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984216923960328192,4/11/2018 23:49,x122686503,lightthunder_09,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984216739759079424,4/11/2018 23:48,x257251052,AimanNajmi97,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984215807856013312,4/11/2018 23:45,x371603331,ItsKylie_xoxo,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984208782728155136,4/11/2018 23:17,x297382583,gottoexpress,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter Lite,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984203954191028224,4/11/2018 22:58,x581902817,PharmGatsby,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984202051226714113,4/11/2018 22:50,x438166770,mimiymazri,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984200909579173888,4/11/2018 22:45,x158798123,btariekarlinda,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",TweetCaster for Android,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984200161705545730,4/11/2018 22:42,x2565376783,homh9001,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984198259013959681,4/11/2018 22:35,x891577821918707712,suriakmar,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984198042332090369,4/11/2018 22:34,x561419023,Ahmed_Baharith,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984197820164005888,4/11/2018 22:33,x349139113,I_tWeEt_NoNfA,"RT @PharmaFactz: CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Biâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,58,,,,,,,,,,,,,,x634618385,PharmaFactz,en,,,x984197786437595137,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",,,,,,,,,,Carvedilol,High_Bp
x984197786437595137,4/11/2018 22:33,x634618385,PharmaFactz,"CLASS II ANTIARRHYTHMIC AGENTS

Beta blockers

- Carvedilol
- Propranolol
- Esmolol
- Timolol
- Metoprolol
- Atenolol
- Bisoprolol
- Nebivolol

Decrease myocardial infarction mortality

Prevent recurrence of tachyarrhythmias

Propranolol has sodium channel-blocking effects",Twitter for Android,,,,FALSE,FALSE,134,58,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x984195688438247424,4/11/2018 22:25,x168488514,kadsho,"A Comparative Study of #Carvedilol Versus #Metoprolol Initiation and 1-Year Mortality Among Individuals Receiving Maintenance #Hemodialysis

#AJKD #HD #Betablocker https://t.co/IEE45kOHVL",Twitter for iPhone,,,,FALSE,FALSE,1,0,Carvedilol Metoprolol Hemodialysis AJKD HD Betablocker,,ajkd.org/article/S0272-â€¦,https://t.co/IEE45kOHVL,http://www.ajkd.org/article/S0272-6386(18)30544-4/fulltext?rss=yes,,,,,,,,,,,en,,,,,,,,,,,,,,Carvedilol,High_Bp
x983880928555618305,4/11/2018 1:34,x537322094,YuraimaPerez3,"RT @maryalcuadrado: @elsobrino2021 @Yo_Cayito Carvedilol marca Calox, 12.5, 14 pastillas 24000000",Twitter for Android,,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,x814716960 176638971 309086711,maryalcuadrado elsobrino2021 Yo_Cayito,en,,,x983849116848533504,"@elsobrino2021 @Yo_Cayito Carvedilol marca Calox, 12.5, 14 pastillas 24000000",,,,,,,,,,Carvedilol,High_Bp
